community,ApartmentTpye,P/m2,address,houseSize,down-payment,year,toward,pricePerMonth,houseTpye,layer,decorate,SingelLabel,detailUrl
环市二路21号小区,3室2厅1卫,,4675 元/m²蓬江区－双龙广场－,环市二路21号,83平方米,11.64万,1993年,南北,普通住宅,中层(共7层),精装修,70年,无,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1655911182?from=filter&spread=commsearch_p&position=709&kwtype=filter&now_time=1555675596
奕聪花园,2室2厅1卫,,10661 元/m²江海区－外海－,金瓯路,76.5平方米,24.45万,2016年,北,普通住宅,高层(共31层),精装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1650055662?from=filter&spread=commsearch_p&position=710&kwtype=filter&now_time=1555675596
凯龙湾豪园,5室2厅3卫,,6450 元/m²开平市－开平周边－,光华路23号,200平方米,38.70万,2015年,南北,普通住宅,低层(共18层),豪华装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1623374980?from=filter&spread=commsearch_p&position=711&kwtype=filter&now_time=1555675596
银庭花园,3室2厅1卫,,4231 元/m²开平市－幸福－,沿江东路93号,65平方米,8.25万,1992年,南,普通住宅,中层(共7层),精装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1572635820?from=filter&spread=commsearch_p&position=712&kwtype=filter&now_time=1555675596
中天国际花园,3室2厅2卫,,14880 元/m²蓬江区－中天国际－,院士路72号,125平方米,55.80万,2011年,东南,普通住宅,高层(共30层),豪华装修,满五年不唯一,https://jiangmen.anjuke.com/prop/view/A1617254059?from=filter&spread=commsearch_p&position=713&kwtype=filter&now_time=1555675596
人民西路14号小区,3室2厅1卫,,4941 元/m²开平市－幸福－,人民西路14号,85平方米,12.60万,2001年,南北,普通住宅,中层(共7层),豪华装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1585543086?from=filter&spread=commsearch_p&position=714&kwtype=filter&now_time=1555675596
城市名庭,2室2厅1卫,,10000 元/m²新会区－新会周边－,会城大道,70平方米,21.00万,2015年,南,普通住宅,高层(共22层),毛坯,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1612847114?from=filter&spread=commsearch_p&position=715&kwtype=filter&now_time=1555675596
范罗冈花园,3室2厅2卫,,6148 元/m²蓬江区－地王广场－,建设路,97.6平方米,18.00万,2012年,南,普通住宅,中层(共32层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1641786222?from=filter&spread=commsearch_p&position=716&kwtype=filter&now_time=1555675596
十里方圆,3室2厅2卫,,7471 元/m²鹤山市－中山路－,大雁山风景区西麓,87平方米,19.50万,2018年,南北,普通住宅,中层(共30层),精装修,不满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1630293278?from=filter&spread=commsearch_p&position=717&kwtype=filter&now_time=1555675596
台山碧桂园(别墅),5室2厅4卫,,11392 元/m²台山市－台山城区－,环市中路,395平方米,135.00万,2010年,南,别墅,共1层,精装修,70年,无,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1628792698?from=filter&spread=commsearch_p&position=718&kwtype=filter&now_time=1555675596
方直珑湖湾,3室2厅2卫,,12887 元/m²蓬江区－汽车总站－,新昌路230号,97平方米,37.50万,2016年,南,普通住宅,低层(共31层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1580410890?from=filter&spread=commsearch_p&position=719&kwtype=filter&now_time=1555675596
金都花苑,3室2厅2卫,,4492 元/m²开平市－南岛－,金都东路,118平方米,15.90万,2004年,东南,普通住宅,中层(共7层),豪华装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1630495338?from=filter&spread=commsearch_p&position=720&kwtype=filter&now_time=1555675596
名雅苑,3室2厅2卫,,6019 元/m²鹤山市－中山路－,和平路171号,108平方米,19.50万,2000年,南北,普通住宅,低层(共7层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1658655706?from=filter&spread=commsearch_p&position=721&kwtype=filter&now_time=1555675642
越秀星汇名庭,4室2厅2卫,,11250 元/m²北新－北新区－,北环路,72平方米,24.30万,2018年,南,公寓,中层(共17层),简单装修,40年,有,满二年,商住两用不唯一,https://jiangmen.anjuke.com/prop/view/A1623507747?from=filter&spread=commsearch_p&position=722&kwtype=filter&now_time=1555675642
翠湖湾,3室2厅2卫,,10887 元/m²江海区－中环广场－,金星路,119.4平方米,39.00万,2013年,南,普通住宅,中层(共15层),精装修,满二年唯一,https://jiangmen.anjuke.com/prop/view/A1623266756?from=filter&spread=commsearch_p&position=723&kwtype=filter&now_time=1555675642
江门东汇城,3室2厅2卫,,9208 元/m²江海区－中环广场－,胜利南路,101平方米,27.90万,2019年,南,普通住宅,中层(共31层),毛坯,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1627000074?from=filter&spread=commsearch_p&position=724&kwtype=filter&now_time=1555675642
和园,3室2厅2卫,,5548 元/m²开平市－幸福－,曙光东路136号,115平方米,19.14万,2010年,南北,普通住宅,高层(共7层),豪华装修,70年,无,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1656631495?from=filter&spread=commsearch_p&position=725&kwtype=filter&now_time=1555675642
五邑碧桂园,4室2厅5卫,,9378 元/m²蓬江区－蓬江周边－,群福路,309.3平方米,87.00万,2013年,南,别墅,共3层,简单装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1623119699?from=filter&spread=commsearch_p&position=726&kwtype=filter&now_time=1555675642
台城中环广场,4室2厅2卫,,7586 元/m²台山市－台山城区－,环市中路,145平方米,33.00万,2016年,南北,普通住宅,高层(共32层),精装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1654862527?from=filter&spread=commsearch_p&position=727&kwtype=filter&now_time=1555675642
汇侨新城,3室2厅2卫,,10593 元/m²新会区－新会周边－,冈州大道西2号,118平方米,37.50万,2015年,南北,普通住宅,高层(共11层),豪华装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656699160?from=filter&spread=commsearch_p&position=728&kwtype=filter&now_time=1555675642
怡兴苑,3室2厅2卫,,6316 元/m²蓬江区－育德－,乐美路,95平方米,18.00万,2003年,东南,普通住宅,中层(共6层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656337706?from=filter&spread=commsearch_p&position=729&kwtype=filter&now_time=1555675642
锦绣华虹,3室2厅2卫,,5545 元/m²鹤山市－中山路－,新业路,110平方米,18.30万,2012年,南,普通住宅,中层(共12层),毛坯,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1620048800?from=filter&spread=commsearch_p&position=730&kwtype=filter&now_time=1555675642
松鹤国际新城,3室2厅2卫,,6952 元/m²鹤山市－中山路－,沙坪新环路,93.5平方米,19.50万,2010年,南,普通住宅,高层(共12层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1597948647?from=filter&spread=commsearch_p&position=731&kwtype=filter&now_time=1555675642
中梁旭辉壹号院,3室2厅2卫,,10000 元/m²蓬江区－杜阮－,群华路,111平方米,33.30万,2019年,南,普通住宅,低层(共30层),毛坯,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1628737776?from=filter&spread=commsearch_p&position=732&kwtype=filter&now_time=1555675642
明翠新村,3室2厅2卫,,9440 元/m²新会区－信合大厦－,新会大道,125平方米,35.40万,2005年,南北,普通住宅,中层(共8层),豪华装修,70年,无,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1649800971?from=filter&spread=commsearch_p&position=733&kwtype=filter&now_time=1555675642
融创御府,3室2厅2卫,,6044 元/m²鹤山市－中山路－,鹤城大道66号,91平方米,16.50万,2012年,南,普通住宅,中层(共33层),毛坯,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1651137055?from=filter&spread=commsearch_p&position=734&kwtype=filter&now_time=1555675642
侨城颐景园,3室2厅2卫,,5529 元/m²鹤山市－中山路－,"共建路,近和平路",85平方米,14.10万,2018年,南,普通住宅,中层(共33层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1547660125?from=filter&spread=commsearch_p&position=735&kwtype=filter&now_time=1555675642
博富南湖一号,3室2厅2卫,,11705 元/m²新会区－新会周边－,今洲路,88平方米,30.90万,2015年,南北,普通住宅,高层(共29层),毛坯,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1652596588?from=filter&spread=commsearch_p&position=736&kwtype=filter&now_time=1555675642
碧桂园坚美园,3室2厅2卫,,7565 元/m²鹤山市－坚美广场－,鹤山大道,115平方米,26.10万,2012年,南,普通住宅,低层(共9层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1618439445?from=filter&spread=commsearch_p&position=737&kwtype=filter&now_time=1555675642
中心花园,3室2厅2卫,,6444 元/m²新会区－信合大厦－,中心南路,90平方米,17.40万,2004年,南北,普通住宅,中层(共8层),豪华装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656457822?from=filter&spread=commsearch_p&position=738&kwtype=filter&now_time=1555675642
耀兴花园,3室2厅2卫,,6000 元/m²新会区－新会周边－,新会大道中43号,105平方米,18.90万,2005年,南北,普通住宅,中层(共8层),精装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1633739893?from=filter&spread=commsearch_p&position=739&kwtype=filter&now_time=1555675642
保利中央公园,3室2厅2卫,,9551 元/m²鹤山市－中山路－,大鹏路,89平方米,25.50万,2016年,南北,普通住宅,中层(共32层),精装修,70年,有,不满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656383494?from=filter&spread=commsearch_p&position=740&kwtype=filter&now_time=1555675642
锦江国际新城,3室2厅2卫,,6735 元/m²恩平市－飞鹅塘－,锦江大道东8号,98平方米,19.80万,2018年,南北,普通住宅,中层(共30层),精装修,70年,有,不满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1634900026?from=filter&spread=commsearch_p&position=741&kwtype=filter&now_time=1555675642
华茵桂语,3室2厅2卫,,12566 元/m²蓬江区－滨江新区－,北环路,113平方米,42.60万,2015年,南,普通住宅,中层(共28层),毛坯,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1622798190?from=filter&spread=commsearch_p&position=742&kwtype=filter&now_time=1555675642
天鹅湾,3室2厅2卫,,11416 元/m²江海区－滘头－,五邑路,113平方米,38.70万,2015年,南,普通住宅,中层(共18层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1637083522?from=filter&spread=commsearch_p&position=743&kwtype=filter&now_time=1555675642
雅景花园,3室2厅2卫,,6316 元/m²蓬江区－东湖公园－,潮江路,95平方米,18.00万,2012年,南,普通住宅,高层(共12层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656090892?from=filter&spread=commsearch_p&position=744&kwtype=filter&now_time=1555675642
保利中宇花园,3室2厅1卫,,13222 元/m²蓬江区－滨江新区－,天沙河路,90平方米,35.70万,2015年,南,普通住宅,中层(共24层),简单装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1653185613?from=filter&spread=commsearch_p&position=745&kwtype=filter&now_time=1555675642
金朗花园,2室2厅1卫,,6118 元/m²蓬江区－杜阮－,江杜东路,85平方米,15.60万,2006年,东,普通住宅,高层(共8层),简单装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1657180423?from=filter&spread=commsearch_p&position=746&kwtype=filter&now_time=1555675642
永盛新村,3室2厅1卫,,6064 元/m²蓬江区－蓬江周边－,天河西路,87.4平方米,15.90万,2010年,南,普通住宅,中层(共17层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1649215361?from=filter&spread=commsearch_p&position=747&kwtype=filter&now_time=1555675642
桥湖路152号小区,3室2厅2卫,,5000 元/m²台山市－台山城区－,桥湖路152号,90平方米,13.50万,2010年,南,普通住宅,中层(共8层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1633558132?from=filter&spread=commsearch_p&position=748&kwtype=filter&now_time=1555675642
建馨阁,3室2厅2卫,,7698 元/m²蓬江区－育德－,院士路,113平方米,26.10万,2000年,南北,普通住宅,低层(共8层),精装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1603749297?from=filter&spread=commsearch_p&position=749&kwtype=filter&now_time=1555675642
宝丰新城,3室2厅2卫,,5761 元/m²鹤山市－中山路－,共兴路,92平方米,15.90万,2018年,南,普通住宅,低层(共32层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1606742247?from=filter&spread=commsearch_p&position=750&kwtype=filter&now_time=1555675642
绿茵高尔夫,3室2厅2卫,,13947 元/m²蓬江区－滨江新区－,江侨路,114平方米,47.70万,2013年,南,普通住宅,低层(共11层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1604394013?from=filter&spread=commsearch_p&position=751&kwtype=filter&now_time=1555675642
半山豪庭,2室2厅1卫,,11010 元/m²蓬江区－中天国际－,迎宾大道,99平方米,32.70万,2015年,南,普通住宅,中层(共22层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1649795403?from=filter&spread=commsearch_p&position=752&kwtype=filter&now_time=1555675642
新桥路商住楼,3室2厅1卫,,4125 元/m²新会区－新会周边－,新桥路,80平方米,9.90万,1998年,东南,普通住宅,中层(共7层),精装修,70年,无,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1649041704?from=filter&spread=commsearch_p&position=753&kwtype=filter&now_time=1555675642
北园新村,3室2厅1卫,,5615 元/m²新会区－人民会堂－,圭峰路,78平方米,13.14万,2000年,南北,普通住宅,低层(共8层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1656701985?from=filter&spread=commsearch_p&position=754&kwtype=filter&now_time=1555675642
新龙昌花园,3室2厅2卫,,10000 元/m²新会区－信合大厦－,帝临南路11号,110平方米,33.00万,2010年,南北,普通住宅,中层(共15层),精装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1630359251?from=filter&spread=commsearch_p&position=755&kwtype=filter&now_time=1555675642
汇嘉南湾,3室2厅2卫,,9378 元/m²江海区－中环广场－,河南中沙路,98.1平方米,27.60万,2014年,东,普通住宅,低层(共30层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1645004566?from=filter&spread=commsearch_p&position=756&kwtype=filter&now_time=1555675642
江海碧桂园,3室2厅1卫,,10791 元/m²江海区－滘头－,仁美里103号,83.4平方米,27.00万,2010年,北,普通住宅,高层(共18层),精装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1655888459?from=filter&spread=commsearch_p&position=757&kwtype=filter&now_time=1555675642
萃锦园,3室2厅2卫,,9677 元/m²蓬江区－金汇广场－,院士路,93平方米,27.00万,2008年,东南,普通住宅,低层(共18层),豪华装修,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1570935453?from=filter&spread=commsearch_p&position=758&kwtype=filter&now_time=1555675642
海伦湾,2室2厅1卫,,11841 元/m²江海区－外海－,江海五路,77.5平方米,27.54万,2014年,南,普通住宅,高层(共32层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1633900103?from=filter&spread=commsearch_p&position=759&kwtype=filter&now_time=1555675642
五邑碧桂园,3室2厅2卫,,8511 元/m²蓬江区－蓬江周边－,群福路,89.3平方米,22.80万,2007年,南,普通住宅,中层(共6层),简单装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1636222347?from=filter&spread=commsearch_p&position=760&kwtype=filter&now_time=1555675642
泮海蓝湾,2室2厅1卫,,10349 元/m²蓬江区－双龙广场－,迎宾大道50号,86平方米,26.70万,2014年,南,普通住宅,中层(共19层),毛坯,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1646821796?from=filter&spread=commsearch_p&position=761&kwtype=filter&now_time=1555675642
十里方圆,5室3厅5卫,,7920 元/m²鹤山市－中山路－,大雁山风景区西麓,250平方米,59.40万,2012年,南,普通住宅,中层(共32层),简单装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1635406715?from=filter&spread=commsearch_p&position=762&kwtype=filter&now_time=1555675642
荷景湾,3室2厅2卫,,4737 元/m²新会区－新会周边－,272省道,95平方米,13.50万,2010年,南北,普通住宅,低层(共10层),毛坯,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1657616865?from=filter&spread=commsearch_p&position=763&kwtype=filter&now_time=1555675642
幸福里,4室2厅2卫,,6333 元/m²台山市－台山城区－,沙岗湖路,120平方米,22.80万,2013年,南,普通住宅,高层(共11层),精装修,70年,有,满五年,经济适用房唯一,https://jiangmen.anjuke.com/prop/view/A1622094093?from=filter&spread=commsearch_p&position=764&kwtype=filter&now_time=1555675642
怡景花园,3室2厅1卫,,4139 元/m²台山市－台山城区－,环市西路,72平方米,8.94万,1994年,南,普通住宅,高层(共8层),精装修,70年,无,满五年,使用权唯一,https://jiangmen.anjuke.com/prop/view/A1609430606?from=filter&spread=commsearch_p&position=765&kwtype=filter&now_time=1555675642
岭南印象,3室2厅2卫,,10688 元/m²蓬江区－地王广场－,胜利北路,95.4平方米,30.60万,2015年,西北,普通住宅,低层(共32层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1631396994?from=filter&spread=commsearch_p&position=766&kwtype=filter&now_time=1555675642
星汇花苑,2室2厅1卫,,7907 元/m²蓬江区－双龙广场－,双龙大道,86平方米,20.40万,2008年,南北,普通住宅,高层(共6层),精装修,70年,无,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1642459357?from=filter&spread=commsearch_p&position=767&kwtype=filter&now_time=1555675642
江门东汇城,3室2厅2卫,,9081 元/m²江海区－中环广场－,胜利南路,116.5平方米,31.74万,2015年,东,普通住宅,低层(共30层),毛坯,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1599607893?from=filter&spread=commsearch_p&position=768&kwtype=filter&now_time=1555675642
轩汇豪庭,3室2厅2卫,,6980 元/m²开平市－幸福－,科展路8号,100平方米,20.94万,2018年,北,普通住宅,低层(共28层),毛坯,70年,有,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1623490401?from=filter&spread=commsearch_p&position=769&kwtype=filter&now_time=1555675642
康乐街小区,4室2厅1卫,,3125 元/m²开平市－新昌－,康乐街,80平方米,7.50万,1988年,南,普通住宅,中层(共6层),精装修,70年,无,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1636023190?from=filter&spread=commsearch_p&position=770&kwtype=filter&now_time=1555675642
康乐街小区,4室2厅2卫,,4377 元/m²开平市－新昌－,康乐街,141.2平方米,18.54万,2003年,南,普通住宅,高层(共7层),豪华装修,满五年唯一,https://jiangmen.anjuke.com/prop/view/A1564605107?from=filter&spread=commsearch_p&position=771&kwtype=filter&now_time=1555675642
新会碧桂园,3室2厅1卫,,12777 元/m²新会区－新会周边－,新港大道北1号,90平方米,34.50万,2014年,南,普通住宅,低层(共25层),精装修,满二年唯一,https://jiangmen.anjuke.com/prop/view/A1580329087?from=filter&spread=commsearch_p&position=772&kwtype=filter&now_time=1555675642
上城嘉泰,3室2厅2卫,,13333 元/m²蓬江区－金汇广场－,迎宾大道中24号,90平方米,36.00万,2017年,南,普通住宅,中层(共28层),精装修,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1658751669?from=filter&spread=commsearch_p&position=773&kwtype=filter&now_time=1555675642
清华苑,3室2厅2卫,,6800 元/m²鹤山市－中山路－,碧桂园大道,100平方米,20.40万,2018年,南,普通住宅,中层(共28层),毛坯,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1656651370?from=filter&spread=commsearch_p&position=774&kwtype=filter&now_time=1555675642
峻廷湾,3室2厅2卫,,8111 元/m²鹤山市－中山路－,新环路,90平方米,21.90万,2018年,南,普通住宅,中层(共33层),豪华装修,70年,有,不满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1648408346?from=filter&spread=commsearch_p&position=775&kwtype=filter&now_time=1555675642
海伦湾(别墅),4室2厅3卫,,9231 元/m²江海区－外海－,江海五路,292.5平方米,81.00万,2013年,南,普通住宅,共3层,毛坯,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1608666669?from=filter&spread=commsearch_p&position=776&kwtype=filter&now_time=1555675642
华侨花园(别墅),4室2厅3卫,,7347 元/m²台山市－台山城区－,环市西路,245平方米,54.00万,2012年,南北,别墅,共1层,毛坯,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1620296177?from=filter&spread=commsearch_p&position=777&kwtype=filter&now_time=1555675642
幸福新村,3室2厅1卫,,5000 元/m²蓬江区－五邑中医院－,胜利路,102平方米,15.30万,1992年,南,普通住宅,中层(共8层),精装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1641800239?from=filter&spread=commsearch_p&position=778&kwtype=filter&now_time=1555675642
江海碧桂园,3室2厅2卫,,9913 元/m²江海区－滘头－,仁美里103号,115平方米,34.20万,2017年,北,普通住宅,高层(共25层),豪华装修,70年,有,满二年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1650898530?from=filter&spread=commsearch_p&position=779&kwtype=filter&now_time=1555675642
海伦湾,3室2厅1卫,,10311 元/m²江海区－外海－,江海五路,90平方米,27.84万,2015年,东南,普通住宅,中层(共32层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1526756686?from=filter&spread=commsearch_p&position=780&kwtype=filter&now_time=1555675642
群众豪庭,2室2厅1卫,,9670 元/m²蓬江区－中天国际－,白石大道26号,87.9平方米,25.50万,2014年,南,普通住宅,中层(共20层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1621398627?from=filter&spread=commsearch_p&position=781&kwtype=filter&now_time=1555675683
永盛新村,2室1厅1卫,,5846 元/m²蓬江区－蓬江周边－,天河西路,65平方米,11.40万,2000年,南,普通住宅,高层(共8层),精装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1561817445?from=filter&spread=commsearch_p&position=782&kwtype=filter&now_time=1555675683
南景湾,3室2厅3卫,,7857 元/m²鹤山市－中山路－,文明路,140平方米,33.00万,2015年,南,普通住宅,高层(共11层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1631981649?from=filter&spread=commsearch_p&position=783&kwtype=filter&now_time=1555675683
海伦湾,3室2厅2卫,,10937 元/m²江海区－外海－,江海五路,96平方米,31.50万,2015年,南,普通住宅,高层(共32层),毛坯,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1622779970?from=filter&spread=commsearch_p&position=784&kwtype=filter&now_time=1555675683
会龙里138-139号小区,3室2厅1卫,,5615 元/m²蓬江区－东湖公园－,会龙里138-139号,78平方米,13.14万,1993年,南,普通住宅,中层(共8层),精装修,满五年不唯一,https://jiangmen.anjuke.com/prop/view/A1587267079?from=filter&spread=commsearch_p&position=785&kwtype=filter&now_time=1555675683
翠湖湾,4室2厅2卫,,10752 元/m²江海区－中环广场－,金星路,117平方米,37.74万,2013年,东南,普通住宅,低层(共16层),精装修,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1622560395?from=filter&spread=commsearch_p&position=786&kwtype=filter&now_time=1555675683
美吉特广场,4室2厅2卫,,13146 元/m²新会区－新会周边－,启超大道9号,143平方米,56.40万,2017年,南,普通住宅,低层(共31层),毛坯,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1606774272?from=filter&spread=commsearch_p&position=787&kwtype=filter&now_time=1555675683
天英月珑湾,4室2厅2卫,,12007 元/m²蓬江区－滨江新区－,北环路,147平方米,52.95万,2015年,东南,普通住宅,中层(共22层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1604410892?from=filter&spread=commsearch_p&position=788&kwtype=filter&now_time=1555675683
碧桂园坚美园,5室2厅3卫,,8358 元/m²鹤山市－坚美广场－,鹤山大道,201平方米,50.40万,2010年,南,普通住宅,中层(共30层),豪华装修,满五年唯一,https://jiangmen.anjuke.com/prop/view/A1609776262?from=filter&spread=commsearch_p&position=789&kwtype=filter&now_time=1555675683
上城骏园,3室2厅1卫,,14444 元/m²北新－北新区－,丰乐路,99平方米,42.90万,2013年,南,普通住宅,中层(共20层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1620673926?from=filter&spread=commsearch_p&position=790&kwtype=filter&now_time=1555675683
碧桂园星语,3室2厅2卫,,6666 元/m²鹤山市－中山路－,文明路,108平方米,21.60万,2010年,南,普通住宅,中层(共6层),豪华装修,满二年不唯一,https://jiangmen.anjuke.com/prop/view/A1583054191?from=filter&spread=commsearch_p&position=791&kwtype=filter&now_time=1555675683
保利中汇花园,4室2厅2卫,,12308 元/m²蓬江区－滨江新区－,天沙河路,143平方米,52.80万,2017年,南,普通住宅,中层(共33层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1564154059?from=filter&spread=commsearch_p&position=792&kwtype=filter&now_time=1555675683
金汇城市广场,4室2厅2卫,,9737 元/m²蓬江区－金汇广场－,院士路3号,152平方米,44.40万,2012年,南北,普通住宅,中层(共26层),毛坯,70年,有,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1584600811?from=filter&spread=commsearch_p&position=793&kwtype=filter&now_time=1555675683
碧桂园盈翠园,4室2厅2卫,,5880 元/m²台山市－台山城区－,凤凰商业大道,100平方米,17.64万,2008年,南,普通住宅,高层(共6层),豪华装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1620814186?from=filter&spread=commsearch_p&position=794&kwtype=filter&now_time=1555675683
朗表里,3室1厅1卫,,6210 元/m²蓬江区－东湖公园－,港口一路,88.6平方米,16.50万,1996年,南,普通住宅,中层(共7层),精装修,70年,无,满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1607928797?from=filter&spread=commsearch_p&position=795&kwtype=filter&now_time=1555675683
城市花园,3室2厅2卫,,6952 元/m²北新－北新区－,发展大道,93.5平方米,19.50万,2010年,南,普通住宅,中层(共12层),精装修,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1586883427?from=filter&spread=commsearch_p&position=796&kwtype=filter&now_time=1555675683
十里方圆,4室2厅2卫,,8710 元/m²鹤山市－中山路－,大雁山风景区西麓,155平方米,40.50万,2018年,南,普通住宅,低层(共32层),豪华装修,70年,有,不满二年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1407513352?from=filter&spread=commsearch_p&position=797&kwtype=filter&now_time=1555675683
金都花园,2室2厅1卫,,6386 元/m²蓬江区－双龙广场－,天宁路,83平方米,15.90万,2004年,南北,普通住宅,中层(共8层),简单装修,70年,无,满五年,商品房唯一,https://jiangmen.anjuke.com/prop/view/A1607912643?from=filter&spread=commsearch_p&position=798&kwtype=filter&now_time=1555675683
上朗路302号小区,3室2厅1卫,,4896 元/m²台山市－台山城区－,上朗路302号,96平方米,14.10万,2000年,南,普通住宅,低层(共8层),简单装修,70年,有,满五年,商品房不唯一,https://jiangmen.anjuke.com/prop/view/A1626519380?from=filter&spread=commsearch_p&position=799&kwtype=filter&now_time=1555675683
