title,community,ApartmentTpye,perPrice,address,houseSize,down-payment,startYear,toward,pricePerMonth,houseTpye,floor,decorate,rightLimit,lift,houseAge,rightProperty,SingelHouse,detailUrl
锦江国际新城 精装3房 售价56万 首付仅需17万,锦江国际新城,3室2厅1卫,5091 元/m²,恩平市－飞鹅塘－锦江大道东8号,110平方米,16.80万,2010年,南北,,普通住宅,中层(共6层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1667108958?from=filter&spread=commsearch_p&position=257&kwtype=filter&now_time=1556442395
一口价82万，良化新村西 精装复式 三房两厅 ，业主诚心出售,良化新村西,3室2厅2卫,5430 元/m²,蓬江区－良化新村－良化大道,151平方米,24.60万,2002年,南,,普通住宅,高层(共7层),精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1660323564?from=filter&spread=commsearch_p&position=258&kwtype=filter&now_time=1556442395
曙光东 全新装修 10万首付 送大柴房,曙光东路161号小区,3室2厅2卫,4500 元/m²,开平市－幸福－曙光东路161号,100平方米,13.50万,2006年,南,,普通住宅,中层(共7层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1646878034?from=filter&spread=commsearch_p&position=259&kwtype=filter&now_time=1556442395
朱紫路7楼顶，送楼顶使用，步行街附近，新装2房，35万,朱紫路42号小区,2室2厅1卫,5000 元/m²,新会区－信合大厦－朱紫路42号,70平方米,10.50万,2000年,南,,普通住宅,高层(共7层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1659486646?from=filter&spread=commsearch_p&position=260&kwtype=filter&now_time=1556442395
置业花园 首付6万买3房 楼下就是超市 地段繁华 送车位,置业花园,3室2厅2卫,4000 元/m²,鹤山市－中山路－新风路,80平方米,9.60万,1992年,南北,,普通住宅,中层(共8层),简单装修,70年,有,不满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1670311116?from=filter&spread=commsearch_p&position=261&kwtype=filter&now_time=1556442395
业主洒泪价出售 首付18万 单价9字头 财富海景公立学位房,财富海景,3室2厅1卫,9889 元/m²,江海区－外海－364省道,90平方米,26.70万,2014年,南,,普通住宅,低层(共31层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1648427709?from=filter&spread=commsearch_p&position=262&kwtype=filter&now_time=1556442395
东海花园 江门东站附近 满五惟一 周边配套成熟 送全套家私电,东海花园,3室2厅2卫,6271 元/m²,江海区－中环广场－东海路,87.7平方米,16.50万,2002年,南,,普通住宅,中层(共8层),豪华装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1671210895?from=filter&spread=commsearch_p&position=263&kwtype=filter&now_time=1556442395
首付15万 红本在手 可入读附近校区 户型方正 送家私电,范罗冈花园,3室2厅2卫,5415 元/m²,蓬江区－地王广场－建设路,83.1平方米,13.50万,2008年,南,,普通住宅,中层(共7层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1640720560?from=filter&spread=commsearch_p&position=264&kwtype=filter&now_time=1556442395
中心南路小区 10万首付 南北一字 夹车 全马 3房,中心南路小区,3室2厅1卫,5114 元/m²,新会区－信合大厦－中心南路,88平方米,13.50万,2014年,南,,普通住宅,高层(共7层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1666178620?from=filter&spread=commsearch_p&position=265&kwtype=filter&now_time=1556442395
置业改善优选，168万，中汇精装修大四房，可以随时看房！,保利中汇花园,4室2厅2卫,12903 元/m²,蓬江区－滨江新区－天沙河路,124平方米,48.00万,2015年,北,,普通住宅,中层(共33层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1632464856?from=filter&spread=commsearch_p&position=266&kwtype=filter&now_time=1556442395
华茵桂语中层3房，单价低，楼层靓，南向。买到就是赚到。范罗岗,华茵桂语,3室2厅2卫,12542 元/m²,蓬江区－滨江新区－北环路,98.7平方米,37.14万,2019年,南,,普通住宅,中层(共34层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1644912108?from=filter&spread=commsearch_p&position=267&kwtype=filter&now_time=1556442395
装修好舒服！银城花园大3房，带套间，另外还有个杂物间，随时看,银城花园,3室2厅2卫,9109 元/m²,江海区－中环广场－莲花里65号,137平方米,37.44万,2012年,南,,普通住宅,中层(共12层),精装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1631952145?from=filter&spread=commsearch_p&position=268&kwtype=filter&now_time=1556442395
河南汇嘉南湾~邻近地皇！豪华装修未住过！南向对流，手快有啊！,汇嘉南湾,3室2厅2卫,10510 元/m²,江海区－中环广场－河南中沙路,98平方米,30.90万,2017年,南,,普通住宅,低层(共22层),豪华装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1667229949?from=filter&spread=commsearch_p&position=269&kwtype=filter&now_time=1556442395
笋盘系列5之一城东花园120大平方房子业主直降10万，家私齐,城东花园,4室2厅3卫,5859 元/m²,新会区－人民会堂－城东路28号,128平方米,22.50万,1997年,南,,普通住宅,高层(共7层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1667224260?from=filter&spread=commsearch_p&position=270&kwtype=filter&now_time=1556442395
首付44万，奥园外滩 江景精装2房 南北对流 送全屋家私电,奥园外滩,2室2厅1卫,13836 元/m²,蓬江区－滨江新区－滨江大道,92.5平方米,38.40万,2016年,南北,,普通住宅,高层(共25层),豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1666058797?from=filter&spread=commsearch_p&position=271&kwtype=filter&now_time=1556442395
龙溪新城，南向两房，价钱可以沟通，换三房出售,龙溪新城,2室2厅1卫,11340 元/m²,江海区－外海－江海五路,75平方米,25.50万,2017年,东,,平房,低层(共31层),毛坯,不满二年,是,https://jiangmen.anjuke.com/prop/view/A1585419510?from=filter&spread=commsearch_p&position=272&kwtype=filter&now_time=1556442395
首付48万，南北对流4房，学位还在，正常过户,保利中宇花园,4室2厅2卫,12984 元/m²,蓬江区－滨江新区－天沙河路,124平方米,48.30万,2015年,南北,,普通住宅,中层(共32层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1644047425?from=filter&spread=commsearch_p&position=273&kwtype=filter&now_time=1556442395
外海海伦湾附近奕聪花园全新精装修朝南3房，家私电全送，买就赚,海伦湾,3室2厅2卫,11754 元/m²,江海区－外海－江海五路,97.8平方米,34.50万,2016年,南,,普通住宅,低层(共31层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1644937928?from=filter&spread=commsearch_p&position=274&kwtype=filter&now_time=1556442395
范罗岗学位房珑湖湾中层豪装98方3房2厅2卫！售147.8万,方直珑湖湾,3室2厅2卫,15082 元/m²,蓬江区－汽车总站－新昌路230号,98平方米,44.34万,2015年,南北,,普通住宅,低层(共32层),豪华装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1587604454?from=filter&spread=commsearch_p&position=275&kwtype=filter&now_time=1556442395
恩平凯旋华府 首付八万起即可拥有超大三房 毛坯环山 免拥金,国扬山语雅景凯旋华府,3室2厅2卫,5455 元/m²,恩平市－飞鹅塘－锦江大道,99平方米,16.20万,2015年,南北,,普通住宅,低层(共20层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1665906360?from=filter&spread=commsearch_p&position=276&kwtype=filter&now_time=1556442395
唯一钟情！骏景湾豪庭温馨三房中心地段完善配套让你生活在水一方,骏景湾豪庭,3室2厅2卫,12255 元/m²,蓬江区－中天国际－白石大道116-170号,102平方米,37.50万,2011年,南,,普通住宅,低层(共18层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1669190428?from=filter&spread=commsearch_p&position=277&kwtype=filter&now_time=1556442395
单价7字头首付10万 五邑碧桂园高层复式电梯洋房仅售223万,五邑碧桂园,7室2厅5卫,7476 元/m²,蓬江区－蓬江周边－群福路,313平方米,70.20万,2012年,南北,,普通住宅,高层(共15层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1671085161?from=filter&spread=commsearch_p&position=278&kwtype=filter&now_time=1556442395
台山碧桂园 映翠湾 独栋别墅 临近湖边 带800平大花园,台山碧桂园(别墅),5室2厅4卫,11392 元/m²,台山市－台山城区－环市中路,395平方米,135.00万,2010年,南,,别墅,共1层,精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1628792698?from=filter&spread=commsearch_p&position=279&kwtype=filter&now_time=1556442395
岭江一品望江高尔夫景 100平方实用120平方4房 紫茶学,岭江一品,4室2厅2卫,14800 元/m²,蓬江区－滨江新区－滨江大道,100平方米,44.40万,2016年,南北,,普通住宅,高层(共29层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1598521483?from=filter&spread=commsearch_p&position=280&kwtype=filter&now_time=1556442395
莱茵华庭楼皇 50万豪华装修 全屋索菲亚 南北对流 拧包入住,莱茵华庭,4室2厅2卫,15634 元/m²,北新－北新区－发展大道,142平方米,66.60万,2016年,南北,,普通住宅,高层(共23层),豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1613119456?from=filter&spread=commsearch_p&position=281&kwtype=filter&now_time=1556442395
中天国际盈翠苑楼皇 这是一套用心就能感受到美好的家 拧包入住,中天国际花园,3室2厅2卫,14880 元/m²,蓬江区－中天国际－院士路72号,125平方米,55.80万,2011年,东南,,普通住宅,高层(共30层),豪华装修,满五年,否,https://jiangmen.anjuke.com/prop/view/A1617254059?from=filter&spread=commsearch_p&position=282&kwtype=filter&now_time=1556442395
富力尚悦居 单价5字头起 超低团购价 首期可分期 发展潜力大,富力尚悦居,3室2厅2卫,5102 元/m²,鹤山市－中山路－龙口大道,98平方米,15.00万,2016年,南北,,普通住宅,高层(共33层),豪华装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1587384912?from=filter&spread=commsearch_p&position=283&kwtype=filter&now_time=1556442395
良化新村西 01年中层 边楼3房 全新装修还未入住过！！,良化新村西,3室2厅1卫,7370 元/m²,蓬江区－良化新村－迎宾大道,92平方米,20.34万,2001年,南,,普通住宅,中层(共8层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1641690437?from=filter&spread=commsearch_p&position=284&kwtype=filter&now_time=1556442395
19.8万首期，城市名庭12楼，3房2厅2卫，一字楼，93.,城市名庭,3室2厅2卫,11035 元/m²,新会区－新会周边－会城大道,85平方米,28.14万,2014年,南,,普通住宅,中层(共28层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1668365837?from=filter&spread=commsearch_p&position=285&kwtype=filter&now_time=1556442395
仅售88万 荷塘益丽花园 少有电梯中层小户型 精装三房,益丽花园,3室2厅2卫,9263 元/m²,蓬江区－蓬江周边－民丰路,95平方米,26.40万,2011年,南北,,普通住宅,高层(共9层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1616564948?from=filter&spread=commsearch_p&position=286&kwtype=filter&now_time=1556442395
五邑碧桂园漫绿豪装4房2厅2卫 送全屋家俬电器 拎包入住,五邑碧桂园,4室2厅2卫,9738 元/m²,蓬江区－蓬江周边－群福路,133.5平方米,39.00万,2013年,南北,,普通住宅,中层(共15层),豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1669650555?from=filter&spread=commsearch_p&position=287&kwtype=filter&now_time=1556442395
双龙品锋学位房 皇金楼层 靠门口 电梯洋房 望小区,骏景湾品峰,3室2厅2卫,12917 元/m²,蓬江区－乐宜居－西环路,96平方米,37.20万,2016年,东南,,普通住宅,中层(共46层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1669877925?from=filter&spread=commsearch_p&position=288&kwtype=filter&now_time=1556442395
奥园广场对面 送家私家电南北对流07年小区 不靠路不靠高压线,世纪花源,3室2厅2卫,12075 元/m²,蓬江区－中天国际－丰乐路139号,106平方米,38.40万,2007年,南北,,普通住宅,高层(共11层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1669535614?from=filter&spread=commsearch_p&position=289&kwtype=filter&now_time=1556442395
双龙！16年小区小户型！电梯三房精装修，南北对流！,帝豪尚品汇,3室2厅2卫,12927 元/m²,蓬江区－杜阮－里村大道,82平方米,31.80万,2015年,南,,普通住宅,中层(共17层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1654858430?from=filter&spread=commsearch_p&position=290&kwtype=filter&now_time=1556442395
首付43万，单价12500 新范罗岗学位 保利高层4房看小区,保利中宇花园,4室2厅2卫,12500 元/m²,蓬江区－滨江新区－天沙河路,124平方米,46.50万,2015年,北,,普通住宅,高层(共32层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1646685194?from=filter&spread=commsearch_p&position=291&kwtype=filter&now_time=1556442395
急!急!急48.00万元翠园里精装修78.00平,翠园里,2室1厅1卫,6154 元/m²,江海区－中环广场－江翠路,78平方米,14.40万,1998年,南,,普通住宅,高层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1670923181?from=filter&spread=commsearch_p&position=292&kwtype=filter&now_time=1556442395
新会南湖壹号 毛坯三房两厅有匙！真实可带看速约,博富南湖一号,3室2厅1卫,11236 元/m²,新会区－新会周边－今洲路,89平方米,30.00万,2015年,南北,,普通住宅,中层(共31层),毛坯,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1670855747?from=filter&spread=commsearch_p&position=293&kwtype=filter&now_time=1556442395
江门大道旁 汇悦城附近 中梁旭辉一号院紫茶集团学校  全新一,中梁旭辉壹号院,4室2厅2卫,10541 元/m²,蓬江区－杜阮－群华路,148平方米,46.80万,2018年,南北,,普通住宅,中层(共11层),毛坯,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1634785940?from=filter&spread=commsearch_p&position=294&kwtype=filter&now_time=1556442395
业主急售 奕聪花园 稀有2房 豪装 带,奕聪花园,2室2厅1卫,10726 元/m²,江海区－外海－金瓯路,76.5平方米,24.60万,2015年,北,,普通住宅,高层(共31层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1651725390?from=filter&spread=commsearch_p&position=295&kwtype=filter&now_time=1556442395
首付4.8万不是顶楼约100方3房2厅2卫，送柴房！,曙光东路161号小区,3室2厅2卫,4257 元/m²,开平市－幸福－曙光东路161号,70平方米,8.94万,1998年,南北,,普通住宅,高层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1626420124?from=filter&spread=commsearch_p&position=296&kwtype=filter&now_time=1556442395
银泉花园A区 单价6700元 17年装修   送全屋家私电器,银泉花园(A区),3室2厅2卫,6543 元/m²,江海区－中环广场－麻园路,117.7平方米,23.10万,2002年,南,,普通住宅,高层(共7层),豪华装修,50年,无,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1634128805?from=filter&spread=commsearch_p&position=297&kwtype=filter&now_time=1556442395
东区学位 新会碧桂园盛世名门精装3房 即买即入住,碧桂园盛世名门,3室2厅2卫,15078 元/m²,新会区－新会周边－葵城一路41号,128平方米,57.90万,2017年,东南,,普通住宅,中层(共30层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1633316382?from=filter&spread=commsearch_p&position=298&kwtype=filter&now_time=1556442395
中心南大州园 市中心 全新时尚装修3房带套间一字楼59.8万,大州园,3室1厅1卫,6361 元/m²,新会区－信合大厦－中心南路,94平方米,17.94万,1995年,南北,,普通住宅,高层(共8层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1601876182?from=filter&spread=commsearch_p&position=299&kwtype=filter&now_time=1556442395
圭峰东砖仔楼 侨中学位 豪装4房 首付20万 业主急售送家私,圭峰东路18号小区,4室2厅2卫,7000 元/m²,新会区－人民会堂－圭峰东路18号,104平方米,21.84万,2003年,东,,普通住宅,高层(共7层),豪华装修,满二年,是,https://jiangmen.anjuke.com/prop/view/A1587953682?from=filter&spread=commsearch_p&position=300&kwtype=filter&now_time=1556442395
文华学位房，盛世名门3房，南北一字对流户，双阳台，小区完善,碧桂园盛世名门,3室2厅2卫,14008 元/m²,新会区－新会周边－葵城一路41号,128.5平方米,54.00万,2016年,南北,,普通住宅,中层(共30层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1665584637?from=filter&spread=commsearch_p&position=301&kwtype=filter&now_time=1556442434
新鲜笋盘！17万首期 城西合新路豪华装修 业主诚心出售,碧翠园,3室2厅2卫,4180 元/m²,台山市－台山城区－环市西路,100平方米,12.54万,2009年,南,,普通住宅,高层(共8层),豪华装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1671655865?from=filter&spread=commsearch_p&position=302&kwtype=filter&now_time=1556442434
凤山二期靓景四房双主卧对流户型看过都说好！,凤山水岸,4室2厅3卫,11852 元/m²,蓬江区－乐宜居－双龙大道68号,135平方米,48.00万,2016年,南北,,普通住宅,中层(共27层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1631286006?from=filter&spread=commsearch_p&position=303&kwtype=filter&now_time=1556442434
全新一手带精装的电梯房，位于市中心位置，生活方便,金河湾豪庭,2室2厅1卫,11711 元/m²,蓬江区－双龙广场－天河中路25号,76平方米,26.70万,2018年,南北,,普通住宅,低层(共28层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1642501127?from=filter&spread=commsearch_p&position=304&kwtype=filter&now_time=1556442434
全北新区超笋楼盘！！业主诚心出售华茵桂语一个让你向往的家,华茵桂语,3室2厅2卫,12000 元/m²,蓬江区－滨江新区－北环路,100平方米,36.00万,2010年,东北,,普通住宅,低层(共23层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1620865186?from=filter&spread=commsearch_p&position=305&kwtype=filter&now_time=1556442434
海伦心苑  首付28万 南北对流户型  随时看房 带中心学位,海伦湾,3室2厅2卫,9273 元/m²,江海区－外海－江海五路,110平方米,30.60万,2014年,南,,普通住宅,低层(共31层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1655963906?from=filter&spread=commsearch_p&position=306&kwtype=filter&now_time=1556442434
天天在家中看演唱会，范罗岗学.位保利大都会3期对流4房，有匙,保利中悦花园,4室2厅2卫,14113 元/m²,蓬江区－滨江新区－天沙河大道46号,124平方米,52.50万,2017年,南北,,普通住宅,中层(共32层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1664114510?from=filter&spread=commsearch_p&position=307&kwtype=filter&now_time=1556442434
碧桂园盛世名门111方 145万三房两厅,碧桂园盛世名门,3室2厅1卫,13063 元/m²,新会区－新会周边－葵城一路41号,111平方米,43.50万,2015年,南,,普通住宅,中层(共30层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1667095100?from=filter&spread=commsearch_p&position=308&kwtype=filter&now_time=1556442434
首付40万，南北对流，望小区，学位未用，高层景观好,保利中宇花园,4室2厅2卫,12000 元/m²,蓬江区－滨江新区－天沙河路,125平方米,45.00万,2015年,南北,,普通住宅,高层(共33层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1644106181?from=filter&spread=commsearch_p&position=309&kwtype=filter&now_time=1556442434
业主出港，急降5万！港式环保靓装！全屋全新家私家电！拎包即住,江海碧桂园,2室2厅1卫,10933 元/m²,江海区－滘头－仁美里103号,75平方米,24.60万,2016年,东,,普通住宅,高层(共32层),豪华装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1665556933?from=filter&spread=commsearch_p&position=310&kwtype=filter&now_time=1556442434
耀兴花园砖仔3楼 108平 69.8万精装修，南北通透,耀兴花园,3室2厅2卫,6463 元/m²,新会区－新会周边－新会大道中43号,108平方米,20.94万,2010年,南,,普通住宅,中层(共8层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1669861699?from=filter&spread=commsearch_p&position=311&kwtype=filter&now_time=1556442434
恩平香悦公馆 98.126.140方 纯住宅精装修 一手改名,锦江国际新城,3室2厅2卫,6735 元/m²,恩平市－飞鹅塘－锦江大道东8号,98平方米,19.80万,2018年,南北,,普通住宅,中层(共30层),精装修,70年,有,不满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1634900026?from=filter&spread=commsearch_p&position=312&kwtype=filter&now_time=1556442434
中华园 步梯3楼 全新高档装修 南北对流3房户型,中华园,3室2厅2卫,4400 元/m²,鹤山市－中山路－新城路320号,80平方米,10.56万,2009年,南北,,普通住宅,中层(共7层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1666777900?from=filter&spread=commsearch_p&position=313&kwtype=filter&now_time=1556442434
首付10万买银泉小区精装三房，，户口未用，随时看房！,银泉花园(C区),3室1厅1卫,8095 元/m²,江海区－中环广场－江翠路,84平方米,20.40万,2003年,南,,普通住宅,高层(共7层),精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1663577460?from=filter&spread=commsearch_p&position=314&kwtype=filter&now_time=1556442434
东方名城二期电梯中层 装修随意发挥,东方名城,3室2厅2卫,7200 元/m²,台山市－台山城区－陈宜禧路,100平方米,21.60万,2018年,南,,普通住宅,中层(共31层),毛坯,70年,有,不满二年,使用权,是,https://jiangmen.anjuke.com/prop/view/A1657084892?from=filter&spread=commsearch_p&position=315&kwtype=filter&now_time=1556442434
江海碧桂园  3室，婚房你的家园,江海碧桂园,3室2厅1卫,10476 元/m²,江海区－滘头－仁美里103号,105平方米,33.00万,2010年,南,,普通住宅,低层(共25层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1659767596?from=filter&spread=commsearch_p&position=316&kwtype=filter&now_time=1556442434
业主换电梯 港口双学位 低层3楼 直接拎包入住 送柴房,曙光新邨,3室2厅2卫,4280 元/m²,开平市－幸福－曙光东路164号,100平方米,12.84万,2007年,南,,普通住宅,中层(共7层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1646962545?from=filter&spread=commsearch_p&position=317&kwtype=filter&now_time=1556442434
和园小区豪华装修三房两厅带套间，08年新净砖仔楼拎包入住,兴耀花园,3室2厅1卫,4421 元/m²,开平市－幸福－曙光东路121号,95平方米,12.60万,2008年,南,,普通住宅,高层(共7层),豪华装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1661368312?from=filter&spread=commsearch_p&position=318&kwtype=filter&now_time=1556442434
保利大都会二期 准三房东南向 望花园送小车位生活一步到位,保利中汇花园,3室2厅1卫,14607 元/m²,蓬江区－滨江新区－天沙河路,89平方米,39.00万,2014年,南,,普通住宅,中层(共30层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1630339645?from=filter&spread=commsearch_p&position=319&kwtype=filter&now_time=1556442434
首付18万，岭南印象电梯中层，对流户型，交通便利。,岭南印象,3室2厅1卫,10417 元/m²,蓬江区－地王广场－胜利北路,96平方米,30.00万,2015年,南北,,普通住宅,低层(共22层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1639870380?from=filter&spread=commsearch_p&position=320&kwtype=filter&now_time=1556442434
居家花园小区， 怡丰苑 80万 3室2厅2卫 豪华装修，业主,怡丰苑,3室2厅2卫,8947 元/m²,蓬江区－育德－丰盛路29-101号,95平方米,25.50万,2009年,东南,,普通住宅,中层(共18层),豪华装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1669216878?from=filter&spread=commsearch_p&position=321&kwtype=filter&now_time=1556442434
经纬花园四楼，两房两厅精装修,经纬花园北苑,2室2厅1卫,6100 元/m²,鹤山市－中山路－前进南路,80平方米,14.64万,2006年,南,,普通住宅,中层(共7层),精装修,70年,无,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1667089189?from=filter&spread=commsearch_p&position=322&kwtype=filter&now_time=1556442434
精装3房 南北通透 户型方正 满五红本 产权清晰 送家私电,桃花源,3室2厅1卫,3947 元/m²,鹤山市－中山路－民源路,114平方米,13.50万,2006年,南,,普通住宅,中层(共11层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1666032004?from=filter&spread=commsearch_p&position=323&kwtype=filter&now_time=1556442434
城西富丽园宁桥路2楼75平方两房两厅只售27万送车房,富丽园,2室2厅1卫,4110 元/m²,台山市－台山城区－宁桥路,73平方米,9.00万,1990年,南,,普通住宅,低层(共6层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1660535893?from=filter&spread=commsearch_p&position=324&kwtype=filter&now_time=1556442434
金河湾3房2厅毛坯电梯楼，可自己设计装修喜爱的风格，旺中带静,金河湾豪庭,3室2厅2卫,10000 元/m²,蓬江区－双龙广场－天河中路25号,103平方米,30.90万,2016年,东南,,普通住宅,中层(共31层),毛坯,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1665851499?from=filter&spread=commsearch_p&position=325&kwtype=filter&now_time=1556442434
江海 君悦居 首付12万 业主急换房 送家私家电 满五唯一,君悦居,3室2厅2卫,6135 元/m²,江海区－中环广场－东海路,89.7平方米,16.50万,2012年,南,,普通住宅,中层(共6层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1671588727?from=filter&spread=commsearch_p&position=326&kwtype=filter&now_time=1556442434
峻廷湾盛桦台 豪装洋房8500均价 邻省一级名校,峻廷湾,4室2厅2卫,8099 元/m²,鹤山市－中山路－新环路,142平方米,34.50万,2018年,南,,普通住宅,低层(共32层),豪华装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1654853125?from=filter&spread=commsearch_p&position=327&kwtype=filter&now_time=1556442434
富力南湖壹品 带精装3房 复式公寓 仅售66万,富力南湖壹品,3室2厅2卫,11000 元/m²,"新会区－新会周边－今洲路,近启超大道",60平方米,19.80万,2019年,南北,,公寓,低层(共25层),精装修,50年,有,满五年,商住两用,是,https://jiangmen.anjuke.com/prop/view/A1653304349?from=filter&spread=commsearch_p&position=328&kwtype=filter&now_time=1556442434
濠侨街5楼，新装3房2卫，一字楼，90平方，50万,城西一路29号小区,3室2厅2卫,5556 元/m²,新会区－新会周边－城西一路29号,90平方米,15.00万,2000年,南北,,普通住宅,中层(共8层),精装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1630359262?from=filter&spread=commsearch_p&position=329&kwtype=filter&now_time=1556442434
越秀 豪华户型 4房2厅 双紫茶学位 数量极少 先到先得,越秀星汇名庭,4室2厅2卫,18671 元/m²,北新－北新区－北环路,158平方米,88.50万,2013年,东南,,普通住宅,低层(共31层),豪华装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1661588479?from=filter&spread=commsearch_p&position=330&kwtype=filter&now_time=1556442434
保利中宇 毛坯价买精装房  低于市价价10万  范罗岗学位房,保利中宇花园,4室2厅2卫,12903 元/m²,蓬江区－滨江新区－天沙河路,124平方米,48.00万,2014年,北,,普通住宅,低层(共33层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1656463463?from=filter&spread=commsearch_p&position=331&kwtype=filter&now_time=1556442434
